X , P1AncestryProportion , P2AncestryProportion , P3AncestryProportion , P4AncestryProportion , P5AncestryProportion , P6AncestryProportion , P7AncestryProportion , P8AncestryProportion
66 , 0.105263 , 0.263158 , 0.0 , 0.157895 , 0.0 , 0.157895 , 0.105263 , 0.210526
67 , 0.0 , 0.538462 , 0.0 , 0.307692 , 0.0 , 0.153846 , 0.0 , 0.0
68 , 0.0 , 0.157895 , 0.157895 , 0.105263 , 0.0 , 0.157895 , 0.0 , 0.421053
69 , 0.0 , 0.263158 , 0.210526 , 0.0526316 , 0.0 , 0.0 , 0.157895 , 0.315789
70 , 0.136364 , 0.227273 , 0.0454545 , 0.136364 , 0.0 , 0.0454545 , 0.0909091 , 0.318182
71 , 0.142857 , 0.392857 , 0.0714286 , 0.0357143 , 0.0 , 0.0714286 , 0.0 , 0.285714
72 , 0.111111 , 0.111111 , 0.0555556 , 0.0555556 , 0.0555556 , 0.222222 , 0.166667 , 0.222222
73 , 0.375 , 0.375 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.25
74 , 0.642857 , 0.142857 , 0.0 , 0.214286 , 0.0 , 0.0 , 0.0 , 0.0
75 , 0.111111 , 0.222222 , 0.222222 , 0.0 , 0.0 , 0.277778 , 0.0555556 , 0.111111
