X , P1AncestryProportion , P2AncestryProportion , P3AncestryProportion , P4AncestryProportion
67 , 0.428571 , 0.0 , 0.0 , 0.571429
68 , 0.0 , 0.619048 , 0.380952 , 0.0
69 , 0.0 , 0.555556 , 0.0 , 0.444444
70 , 0.588235 , 0.0 , 0.411765 , 0.0
71 , 0.45 , 0.0 , 0.0 , 0.55
72 , 0.0 , 0.0 , 0.615385 , 0.384615
73 , 0.0 , 0.0 , 0.0 , 1.0
74 , 0.0 , 0.5 , 0.5 , 0.0
75 , 0.526316 , 0.0 , 0.473684 , 0.0
76 , 1.0 , 0.0 , 0.0 , 0.0
77 , 1.0 , 0.0 , 0.0 , 0.0
78 , 0.0 , 0.0 , 0.0 , 1.0
79 , 0.6 , 0.0 , 0.4 , 0.0
80 , 0.722222 , 0.0 , 0.0 , 0.277778
81 , 0.0 , 0.647059 , 0.0 , 0.352941
82 , 0.375 , 0.625 , 0.0 , 0.0
83 , 0.230769 , 0.769231 , 0.0 , 0.0
84 , 0.0 , 1.0 , 0.0 , 0.0
85 , 0.363636 , 0.0 , 0.0 , 0.636364
86 , 1.0 , 0.0 , 0.0 , 0.0
87 , 0.0 , 0.0 , 0.533333 , 0.466667
88 , 0.0 , 0.611111 , 0.0 , 0.388889
89 , 0.0 , 0.0 , 0.666667 , 0.333333
90 , 1.0 , 0.0 , 0.0 , 0.0
91 , 0.0 , 0.0 , 0.0 , 1.0
92 , 0.5 , 0.0 , 0.5 , 0.0
93 , 0.454545 , 0.545455 , 0.0 , 0.0
94 , 0.454545 , 0.0 , 0.545455 , 0.0
95 , 0.380952 , 0.0 , 0.0 , 0.619048
96 , 0.0 , 0.0 , 1.0 , 0.0
97 , 0.0 , 0.55 , 0.45 , 0.0
98 , 0.0 , 0.47619 , 0.52381 , 0.0
99 , 0.0 , 0.473684 , 0.526316 , 0.0
100 , 0.0 , 0.0 , 0.0 , 1.0
101 , 0.0 , 0.0 , 0.47619 , 0.52381
102 , 0.0 , 0.0 , 0.555556 , 0.444444
103 , 0.0 , 0.75 , 0.0 , 0.25
104 , 0.0 , 0.529412 , 0.0 , 0.470588
105 , 0.428571 , 0.0 , 0.571429 , 0.0
106 , 0.0 , 0.571429 , 0.428571 , 0.0
107 , 0.291667 , 0.708333 , 0.0 , 0.0
108 , 0.0 , 0.590909 , 0.409091 , 0.0
109 , 0.25 , 0.75 , 0.0 , 0.0
110 , 0.65 , 0.0 , 0.0 , 0.35
111 , 1.0 , 0.0 , 0.0 , 0.0
112 , 0.0 , 0.0 , 0.5 , 0.5
113 , 0.65 , 0.0 , 0.0 , 0.35
114 , 1.0 , 0.0 , 0.0 , 0.0
115 , 0.5 , 0.0 , 0.5 , 0.0
116 , 0.0 , 0.652174 , 0.0 , 0.347826
117 , 0.0 , 1.0 , 0.0 , 0.0
118 , 0.44 , 0.56 , 0.0 , 0.0
119 , 0.5 , 0.0 , 0.0 , 0.5
120 , 0.47619 , 0.0 , 0.52381 , 0.0
121 , 0.0 , 0.529412 , 0.470588 , 0.0
122 , 0.416667 , 0.0 , 0.0 , 0.583333
123 , 0.5 , 0.5 , 0.0 , 0.0
124 , 0.461538 , 0.538462 , 0.0 , 0.0
125 , 1.0 , 0.0 , 0.0 , 0.0
126 , 0.333333 , 0.0 , 0.666667 , 0.0
127 , 0.0 , 0.0 , 0.466667 , 0.533333
128 , 0.0 , 0.47619 , 0.52381 , 0.0
129 , 0.5 , 0.0 , 0.0 , 0.5
130 , 0.470588 , 0.0 , 0.0 , 0.529412
131 , 1.0 , 0.0 , 0.0 , 0.0
132 , 0.375 , 0.625 , 0.0 , 0.0
133 , 0.0 , 0.0 , 0.421053 , 0.578947
134 , 0.470588 , 0.0 , 0.529412 , 0.0
135 , 0.0 , 0.714286 , 0.0 , 0.285714
136 , 0.0 , 0.0 , 0.0 , 1.0
137 , 0.0 , 1.0 , 0.0 , 0.0
138 , 0.0 , 1.0 , 0.0 , 0.0
139 , 0.578947 , 0.0 , 0.0 , 0.421053
140 , 1.0 , 0.0 , 0.0 , 0.0
141 , 0.571429 , 0.0 , 0.428571 , 0.0
142 , 0.0 , 0.583333 , 0.416667 , 0.0
143 , 1.0 , 0.0 , 0.0 , 0.0
144 , 0.0 , 1.0 , 0.0 , 0.0
145 , 0.555556 , 0.444444 , 0.0 , 0.0
146 , 0.619048 , 0.380952 , 0.0 , 0.0
147 , 0.0 , 0.0 , 0.0 , 1.0
148 , 1.0 , 0.0 , 0.0 , 0.0
149 , 0.0 , 0.0 , 0.0 , 1.0
150 , 0.0 , 0.545455 , 0.454545 , 0.0
151 , 0.545455 , 0.0 , 0.0 , 0.454545
152 , 0.428571 , 0.571429 , 0.0 , 0.0
153 , 0.0 , 0.0 , 0.555556 , 0.444444
154 , 0.538462 , 0.0 , 0.461538 , 0.0
155 , 1.0 , 0.0 , 0.0 , 0.0
156 , 0.0 , 0.0 , 0.5 , 0.5
157 , 0.5625 , 0.0 , 0.4375 , 0.0
158 , 0.0 , 0.0 , 0.421053 , 0.578947
159 , 0.470588 , 0.0 , 0.529412 , 0.0
160 , 0.0 , 0.578947 , 0.0 , 0.421053
161 , 0.352941 , 0.0 , 0.0 , 0.647059
162 , 0.545455 , 0.0 , 0.454545 , 0.0
163 , 0.0 , 0.0 , 0.56 , 0.44
164 , 0.0 , 0.619048 , 0.0 , 0.380952
165 , 0.0 , 1.0 , 0.0 , 0.0
166 , 0.481481 , 0.0 , 0.518519 , 0.0
167 , 0.0 , 0.56 , 0.0 , 0.44
168 , 0.409091 , 0.590909 , 0.0 , 0.0
169 , 0.409091 , 0.590909 , 0.0 , 0.0
170 , 0.0 , 0.0 , 1.0 , 0.0
171 , 1.0 , 0.0 , 0.0 , 0.0
172 , 0.0 , 1.0 , 0.0 , 0.0
173 , 0.571429 , 0.0 , 0.0 , 0.428571
174 , 0.0 , 0.625 , 0.0 , 0.375
175 , 0.3 , 0.0 , 0.7 , 0.0
176 , 0.692308 , 0.0 , 0.307692 , 0.0
177 , 0.0 , 1.0 , 0.0 , 0.0
178 , 0.363636 , 0.0 , 0.636364 , 0.0
179 , 0.0 , 0.583333 , 0.0 , 0.416667
180 , 0.0 , 0.7 , 0.0 , 0.3
181 , 0.0 , 0.0 , 1.0 , 0.0
182 , 0.0 , 0.0 , 0.0 , 1.0
183 , 0.0 , 0.631579 , 0.0 , 0.368421
184 , 0.571429 , 0.0 , 0.428571 , 0.0
185 , 0.0 , 0.625 , 0.375 , 0.0
186 , 0.0 , 0.692308 , 0.0 , 0.307692
187 , 1.0 , 0.0 , 0.0 , 0.0
188 , 0.533333 , 0.0 , 0.466667 , 0.0
189 , 0.333333 , 0.0 , 0.666667 , 0.0
190 , 0.47619 , 0.0 , 0.52381 , 0.0
191 , 0.0 , 0.631579 , 0.0 , 0.368421
192 , 0.666667 , 0.0 , 0.333333 , 0.0
193 , 0.538462 , 0.0 , 0.0 , 0.461538
194 , 1.0 , 0.0 , 0.0 , 0.0
195 , 0.0 , 0.0 , 1.0 , 0.0
196 , 0.411765 , 0.0 , 0.588235 , 0.0
197 , 0.352941 , 0.647059 , 0.0 , 0.0
198 , 0.5 , 0.0 , 0.0 , 0.5
199 , 0.214286 , 0.0 , 0.0 , 0.785714
200 , 0.0 , 0.0 , 0.0 , 1.0
201 , 0.0 , 0.55 , 0.0 , 0.45
202 , 0.666667 , 0.0 , 0.333333 , 0.0
203 , 0.434783 , 0.565217 , 0.0 , 0.0
204 , 0.0 , 1.0 , 0.0 , 0.0
205 , 0.0 , 0.0 , 0.375 , 0.625
206 , 0.363636 , 0.0 , 0.636364 , 0.0
207 , 0.0 , 0.608696 , 0.0 , 0.391304
208 , 0.0 , 0.0 , 1.0 , 0.0
209 , 0.0 , 0.631579 , 0.0 , 0.368421
210 , 0.0 , 0.7 , 0.3 , 0.0
211 , 0.444444 , 0.0 , 0.555556 , 0.0
212 , 0.0 , 0.0 , 1.0 , 0.0
213 , 0.272727 , 0.727273 , 0.0 , 0.0
214 , 1.0 , 0.0 , 0.0 , 0.0
215 , 0.0 , 0.642857 , 0.357143 , 0.0
216 , 0.0 , 1.0 , 0.0 , 0.0
217 , 0.6 , 0.0 , 0.0 , 0.4
218 , 0.0 , 1.0 , 0.0 , 0.0
219 , 0.0 , 0.481481 , 0.518519 , 0.0
220 , 0.0 , 0.583333 , 0.416667 , 0.0
221 , 0.0 , 0.611111 , 0.0 , 0.388889
222 , 0.0 , 0.0 , 0.666667 , 0.333333
223 , 0.0 , 0.0 , 0.538462 , 0.461538
224 , 0.0 , 0.611111 , 0.0 , 0.388889
225 , 0.521739 , 0.478261 , 0.0 , 0.0
226 , 0.0 , 0.0 , 0.5 , 0.5
227 , 0.0 , 0.0 , 0.0 , 1.0
228 , 0.0 , 0.0 , 0.6 , 0.4
229 , 0.0 , 0.0 , 0.0 , 1.0
230 , 0.473684 , 0.0 , 0.0 , 0.526316
231 , 0.411765 , 0.0 , 0.588235 , 0.0
232 , 0.0 , 0.666667 , 0.333333 , 0.0
233 , 1.0 , 0.0 , 0.0 , 0.0
234 , 0.25 , 0.75 , 0.0 , 0.0
235 , 0.529412 , 0.470588 , 0.0 , 0.0
236 , 0.526316 , 0.473684 , 0.0 , 0.0
237 , 0.0 , 1.0 , 0.0 , 0.0
238 , 0.0 , 1.0 , 0.0 , 0.0
239 , 0.461538 , 0.0 , 0.0 , 0.538462
240 , 0.0 , 0.0 , 0.333333 , 0.666667
241 , 0.55 , 0.45 , 0.0 , 0.0
242 , 0.346154 , 0.653846 , 0.0 , 0.0
243 , 0.0 , 0.529412 , 0.470588 , 0.0
244 , 0.615385 , 0.0 , 0.384615 , 0.0
245 , 0.0 , 0.736842 , 0.263158 , 0.0
246 , 0.0 , 1.0 , 0.0 , 0.0
247 , 0.3 , 0.7 , 0.0 , 0.0
248 , 0.44 , 0.56 , 0.0 , 0.0
249 , 0.473684 , 0.526316 , 0.0 , 0.0
250 , 0.0 , 0.0 , 0.5625 , 0.4375
251 , 0.5625 , 0.0 , 0.4375 , 0.0
252 , 1.0 , 0.0 , 0.0 , 0.0
253 , 0.0 , 0.576923 , 0.0 , 0.423077
254 , 1.0 , 0.0 , 0.0 , 0.0
255 , 0.357143 , 0.642857 , 0.0 , 0.0
256 , 0.0 , 0.0 , 0.0 , 1.0
257 , 0.0 , 0.666667 , 0.0 , 0.333333
258 , 0.0 , 0.0 , 0.571429 , 0.428571
259 , 0.0 , 0.0 , 0.75 , 0.25
260 , 1.0 , 0.0 , 0.0 , 0.0
261 , 0.333333 , 0.0 , 0.0 , 0.666667
262 , 0.0 , 0.0 , 0.47619 , 0.52381
263 , 0.5625 , 0.4375 , 0.0 , 0.0
264 , 0.0 , 0.0 , 0.0 , 1.0
265 , 0.375 , 0.625 , 0.0 , 0.0
266 , 0.368421 , 0.0 , 0.0 , 0.631579
267 , 0.631579 , 0.0 , 0.0 , 0.368421
268 , 0.0 , 0.0 , 0.384615 , 0.615385
269 , 0.0 , 0.0 , 0.541667 , 0.458333
270 , 0.0 , 0.454545 , 0.545455 , 0.0
271 , 0.588235 , 0.0 , 0.0 , 0.411765
272 , 0.5 , 0.0 , 0.0 , 0.5
273 , 0.565217 , 0.0 , 0.434783 , 0.0
274 , 0.0 , 1.0 , 0.0 , 0.0
275 , 0.0 , 1.0 , 0.0 , 0.0
276 , 0.428571 , 0.571429 , 0.0 , 0.0
277 , 0.454545 , 0.545455 , 0.0 , 0.0
278 , 0.0 , 0.619048 , 0.0 , 0.380952
279 , 0.0 , 0.545455 , 0.454545 , 0.0
280 , 0.0 , 0.0 , 1.0 , 0.0
281 , 0.0 , 0.0 , 1.0 , 0.0
282 , 0.0 , 0.0 , 0.461538 , 0.538462
283 , 0.533333 , 0.466667 , 0.0 , 0.0
284 , 0.473684 , 0.0 , 0.526316 , 0.0
285 , 0.421053 , 0.578947 , 0.0 , 0.0
286 , 0.0 , 1.0 , 0.0 , 0.0
287 , 0.444444 , 0.0 , 0.0 , 0.555556
288 , 0.0 , 0.583333 , 0.0 , 0.416667
289 , 0.0 , 0.64 , 0.36 , 0.0
290 , 0.521739 , 0.478261 , 0.0 , 0.0
291 , 0.266667 , 0.0 , 0.733333 , 0.0
292 , 0.0 , 0.0 , 0.5 , 0.5
293 , 0.0 , 1.0 , 0.0 , 0.0
294 , 0.318182 , 0.681818 , 0.0 , 0.0
295 , 0.454545 , 0.0 , 0.0 , 0.545455
296 , 0.421053 , 0.578947 , 0.0 , 0.0
297 , 0.0 , 0.0 , 0.555556 , 0.444444
298 , 0.0 , 0.625 , 0.0 , 0.375
299 , 0.307692 , 0.0 , 0.692308 , 0.0
300 , 0.0 , 0.5 , 0.5 , 0.0
301 , 0.0 , 0.5 , 0.5 , 0.0
302 , 0.375 , 0.0 , 0.0 , 0.625
303 , 0.470588 , 0.0 , 0.529412 , 0.0
304 , 0.0 , 0.0 , 0.5 , 0.5
305 , 0.35 , 0.65 , 0.0 , 0.0
306 , 0.533333 , 0.466667 , 0.0 , 0.0
307 , 0.45 , 0.55 , 0.0 , 0.0
308 , 0.375 , 0.625 , 0.0 , 0.0
309 , 0.0 , 0.0 , 0.0 , 1.0
310 , 0.0 , 0.0 , 0.0 , 1.0
311 , 0.615385 , 0.0 , 0.0 , 0.384615
312 , 0.0 , 0.0 , 0.52381 , 0.47619
313 , 0.0 , 0.0 , 0.0 , 1.0
314 , 0.631579 , 0.0 , 0.0 , 0.368421
315 , 0.6 , 0.0 , 0.4 , 0.0
316 , 0.363636 , 0.636364 , 0.0 , 0.0
317 , 0.4 , 0.0 , 0.6 , 0.0
318 , 0.0 , 0.421053 , 0.0 , 0.578947
319 , 1.0 , 0.0 , 0.0 , 0.0
320 , 0.4375 , 0.0 , 0.0 , 0.5625
321 , 0.0 , 0.555556 , 0.444444 , 0.0
322 , 0.0 , 0.68 , 0.32 , 0.0
323 , 0.0 , 0.684211 , 0.315789 , 0.0
324 , 0.37037 , 0.62963 , 0.0 , 0.0
325 , 0.388889 , 0.611111 , 0.0 , 0.0
326 , 0.0 , 0.0 , 0.529412 , 0.470588
327 , 0.421053 , 0.0 , 0.0 , 0.578947
328 , 0.0 , 0.0 , 0.411765 , 0.588235
329 , 1.0 , 0.0 , 0.0 , 0.0
330 , 0.0 , 0.0 , 0.6 , 0.4
331 , 0.478261 , 0.521739 , 0.0 , 0.0
332 , 0.0 , 0.0 , 0.388889 , 0.611111
333 , 0.529412 , 0.0 , 0.470588 , 0.0
334 , 0.5625 , 0.0 , 0.0 , 0.4375
335 , 0.0 , 0.478261 , 0.521739 , 0.0
336 , 0.0 , 0.454545 , 0.545455 , 0.0
337 , 0.0 , 0.0 , 0.0 , 1.0
338 , 1.0 , 0.0 , 0.0 , 0.0
339 , 0.4 , 0.0 , 0.6 , 0.0
340 , 0.0 , 0.0 , 1.0 , 0.0
341 , 0.454545 , 0.0 , 0.0 , 0.545455
342 , 0.0 , 0.666667 , 0.0 , 0.333333
343 , 0.52 , 0.48 , 0.0 , 0.0
344 , 0.0 , 0.0 , 0.538462 , 0.461538
345 , 0.0 , 0.0 , 0.533333 , 0.466667
346 , 0.0 , 1.0 , 0.0 , 0.0
347 , 0.529412 , 0.0 , 0.470588 , 0.0
348 , 0.0 , 0.538462 , 0.461538 , 0.0
349 , 0.0 , 1.0 , 0.0 , 0.0
350 , 0.0 , 0.0 , 0.52381 , 0.47619
351 , 0.0 , 0.0 , 1.0 , 0.0
352 , 0.0 , 0.0 , 1.0 , 0.0
353 , 0.0 , 0.642857 , 0.357143 , 0.0
354 , 0.0 , 1.0 , 0.0 , 0.0
355 , 0.0 , 1.0 , 0.0 , 0.0
356 , 0.0 , 0.571429 , 0.0 , 0.428571
357 , 0.375 , 0.0 , 0.0 , 0.625
358 , 0.5 , 0.0 , 0.0 , 0.5
359 , 0.0 , 0.0 , 0.6 , 0.4
360 , 0.0 , 0.0 , 0.45 , 0.55
361 , 0.0 , 0.555556 , 0.444444 , 0.0
362 , 0.0 , 0.0 , 1.0 , 0.0
363 , 0.555556 , 0.444444 , 0.0 , 0.0
364 , 0.352941 , 0.0 , 0.647059 , 0.0
365 , 0.0 , 0.55 , 0.0 , 0.45
366 , 0.0 , 0.5 , 0.0 , 0.5
367 , 0.333333 , 0.0 , 0.0 , 0.666667
368 , 0.65 , 0.0 , 0.0 , 0.35
369 , 0.6 , 0.0 , 0.0 , 0.4
370 , 0.0 , 0.0 , 1.0 , 0.0
371 , 0.0 , 0.52 , 0.0 , 0.48
372 , 0.0 , 0.0 , 1.0 , 0.0
373 , 0.461538 , 0.0 , 0.0 , 0.538462
374 , 0.0 , 0.0 , 0.705882 , 0.294118
375 , 0.0 , 1.0 , 0.0 , 0.0
376 , 0.470588 , 0.0 , 0.0 , 0.529412
377 , 0.0 , 0.642857 , 0.0 , 0.357143
378 , 0.529412 , 0.0 , 0.0 , 0.470588
379 , 0.434783 , 0.565217 , 0.0 , 0.0
380 , 0.5 , 0.0 , 0.0 , 0.5
381 , 0.0 , 0.0 , 0.52381 , 0.47619
382 , 0.421053 , 0.578947 , 0.0 , 0.0
383 , 0.444444 , 0.0 , 0.0 , 0.555556
384 , 0.0 , 0.625 , 0.0 , 0.375
385 , 0.458333 , 0.541667 , 0.0 , 0.0
386 , 0.470588 , 0.0 , 0.0 , 0.529412
387 , 0.6 , 0.0 , 0.0 , 0.4
388 , 0.0 , 0.517241 , 0.0 , 0.482759
389 , 0.0 , 0.0 , 0.0 , 1.0
390 , 0.388889 , 0.0 , 0.0 , 0.611111
391 , 1.0 , 0.0 , 0.0 , 0.0
392 , 0.55 , 0.0 , 0.0 , 0.45
393 , 0.0 , 0.5 , 0.0 , 0.5
394 , 0.0 , 0.478261 , 0.0 , 0.521739
395 , 0.0 , 0.388889 , 0.611111 , 0.0
396 , 0.5 , 0.0 , 0.0 , 0.5
397 , 0.0 , 0.0 , 0.45 , 0.55
398 , 0.0 , 0.625 , 0.0 , 0.375
399 , 0.0 , 1.0 , 0.0 , 0.0
400 , 0.411765 , 0.588235 , 0.0 , 0.0
401 , 0.0 , 0.0 , 0.5 , 0.5
402 , 0.0 , 0.0 , 0.470588 , 0.529412
403 , 0.533333 , 0.0 , 0.0 , 0.466667
404 , 0.0 , 0.0 , 1.0 , 0.0
405 , 0.0 , 0.6 , 0.4 , 0.0
406 , 0.384615 , 0.0 , 0.0 , 0.615385
407 , 0.0 , 0.0 , 0.529412 , 0.470588
408 , 0.0 , 0.0 , 1.0 , 0.0
409 , 0.0 , 0.0 , 0.0 , 1.0
410 , 0.5 , 0.5 , 0.0 , 0.0
411 , 0.0 , 0.0 , 0.733333 , 0.266667
412 , 0.388889 , 0.0 , 0.611111 , 0.0
413 , 0.642857 , 0.0 , 0.357143 , 0.0
414 , 0.0 , 0.0 , 1.0 , 0.0
415 , 0.0 , 0.583333 , 0.0 , 0.416667
416 , 0.0 , 0.631579 , 0.368421 , 0.0
417 , 0.481481 , 0.518519 , 0.0 , 0.0
418 , 0.0 , 0.681818 , 0.318182 , 0.0
419 , 0.571429 , 0.0 , 0.0 , 0.428571
420 , 0.0 , 0.0 , 1.0 , 0.0
421 , 0.0 , 0.0 , 0.0 , 1.0
422 , 0.0 , 0.0 , 0.555556 , 0.444444
423 , 0.0 , 0.4 , 0.6 , 0.0
424 , 0.0 , 0.0 , 1.0 , 0.0
425 , 0.538462 , 0.0 , 0.461538 , 0.0
426 , 0.0 , 0.0 , 0.0 , 1.0
427 , 0.571429 , 0.0 , 0.0 , 0.428571
428 , 0.0 , 0.473684 , 0.526316 , 0.0
429 , 0.0 , 0.0 , 0.0 , 1.0
430 , 0.0 , 0.0 , 0.470588 , 0.529412
431 , 0.65 , 0.0 , 0.0 , 0.35
432 , 1.0 , 0.0 , 0.0 , 0.0
433 , 0.0 , 1.0 , 0.0 , 0.0
434 , 0.0 , 0.6 , 0.0 , 0.4
435 , 0.0 , 0.0 , 0.0 , 1.0
436 , 0.0 , 0.666667 , 0.333333 , 0.0
437 , 0.6 , 0.0 , 0.0 , 0.4
438 , 0.0 , 0.0 , 0.608696 , 0.391304
439 , 0.52381 , 0.47619 , 0.0 , 0.0
440 , 0.555556 , 0.0 , 0.444444 , 0.0
441 , 0.428571 , 0.0 , 0.0 , 0.571429
442 , 0.0 , 0.0 , 0.0 , 1.0
443 , 0.5 , 0.0 , 0.0 , 0.5
444 , 0.0 , 0.0 , 1.0 , 0.0
445 , 0.0 , 0.0 , 0.526316 , 0.473684
446 , 0.454545 , 0.545455 , 0.0 , 0.0
447 , 0.0 , 1.0 , 0.0 , 0.0
448 , 0.0 , 0.0 , 0.0 , 1.0
449 , 0.5 , 0.0 , 0.5 , 0.0
450 , 0.363636 , 0.636364 , 0.0 , 0.0
451 , 0.4375 , 0.0 , 0.5625 , 0.0
452 , 0.409091 , 0.590909 , 0.0 , 0.0
453 , 0.0 , 0.0 , 0.722222 , 0.277778
454 , 0.0 , 1.0 , 0.0 , 0.0
455 , 0.0 , 0.0 , 0.5 , 0.5
456 , 0.0 , 0.619048 , 0.380952 , 0.0
457 , 0.0 , 0.619048 , 0.0 , 0.380952
458 , 0.0 , 0.0 , 1.0 , 0.0
459 , 0.0 , 0.473684 , 0.0 , 0.526316
460 , 0.0 , 0.5 , 0.0 , 0.5
461 , 0.0 , 0.608696 , 0.0 , 0.391304
462 , 0.0 , 0.722222 , 0.0 , 0.277778
463 , 0.421053 , 0.0 , 0.578947 , 0.0
464 , 0.0 , 0.0 , 0.583333 , 0.416667
465 , 0.5 , 0.0 , 0.0 , 0.5
466 , 0.0 , 0.0 , 0.733333 , 0.266667
467 , 0.0 , 0.538462 , 0.461538 , 0.0
468 , 0.0 , 0.0 , 0.538462 , 0.461538
469 , 0.0 , 1.0 , 0.0 , 0.0
470 , 0.0 , 1.0 , 0.0 , 0.0
471 , 0.0 , 0.647059 , 0.0 , 0.352941
472 , 0.0 , 0.0 , 0.578947 , 0.421053
473 , 0.368421 , 0.0 , 0.0 , 0.631579
474 , 0.0 , 0.625 , 0.375 , 0.0
475 , 0.0 , 0.0 , 1.0 , 0.0
476 , 0.0 , 0.478261 , 0.521739 , 0.0
477 , 0.375 , 0.0 , 0.0 , 0.625
478 , 0.428571 , 0.571429 , 0.0 , 0.0
479 , 0.0 , 0.0 , 0.5 , 0.5
480 , 0.0 , 0.0 , 0.47619 , 0.52381
481 , 0.0 , 0.6 , 0.4 , 0.0
482 , 0.55 , 0.0 , 0.45 , 0.0
483 , 0.0 , 0.705882 , 0.0 , 0.294118
484 , 0.0 , 0.6 , 0.4 , 0.0
485 , 0.6 , 0.0 , 0.0 , 0.4
486 , 0.0 , 0.478261 , 0.521739 , 0.0
487 , 0.0 , 0.583333 , 0.416667 , 0.0
488 , 0.391304 , 0.608696 , 0.0 , 0.0
489 , 0.0 , 0.0 , 0.5 , 0.5
490 , 0.0 , 0.0 , 0.785714 , 0.214286
491 , 0.375 , 0.625 , 0.0 , 0.0
492 , 0.347826 , 0.652174 , 0.0 , 0.0
493 , 0.0 , 1.0 , 0.0 , 0.0
494 , 0.0 , 0.0 , 0.6 , 0.4
495 , 0.0 , 1.0 , 0.0 , 0.0
496 , 0.0 , 0.0 , 0.0 , 1.0
497 , 0.388889 , 0.0 , 0.611111 , 0.0
498 , 0.538462 , 0.0 , 0.0 , 0.461538
499 , 0.0 , 0.611111 , 0.0 , 0.388889
500 , 0.44 , 0.56 , 0.0 , 0.0
501 , 0.263158 , 0.736842 , 0.0 , 0.0
502 , 0.0 , 0.0 , 0.461538 , 0.538462
503 , 0.521739 , 0.0 , 0.478261 , 0.0
504 , 0.0 , 0.0 , 0.65 , 0.35
505 , 0.47619 , 0.52381 , 0.0 , 0.0
506 , 1.0 , 0.0 , 0.0 , 0.0
507 , 0.357143 , 0.0 , 0.642857 , 0.0
508 , 0.529412 , 0.0 , 0.0 , 0.470588
509 , 0.521739 , 0.0 , 0.0 , 0.478261
510 , 0.4375 , 0.5625 , 0.0 , 0.0
511 , 0.0 , 1.0 , 0.0 , 0.0
