X , P1AncestryProportion , P2AncestryProportion , P3AncestryProportion , P4AncestryProportion
163 , 0.0 , 0.0 , 0.611111 , 0.388889
164 , 0.411765 , 0.0 , 0.588235 , 0.0
165 , 0.0 , 0.5 , 0.0 , 0.5
166 , 0.0 , 1.0 , 0.0 , 0.0
167 , 0.0 , 0.538462 , 0.0 , 0.461538
168 , 0.0 , 0.0 , 0.5625 , 0.4375
169 , 0.0 , 0.6 , 0.4 , 0.0
170 , 0.0 , 0.0 , 0.0 , 1.0
171 , 0.5 , 0.0 , 0.5 , 0.0
172 , 0.0 , 0.0 , 0.0 , 1.0
173 , 0.0 , 0.0 , 0.0 , 1.0
174 , 0.0 , 0.666667 , 0.333333 , 0.0
175 , 0.0 , 0.0 , 1.0 , 0.0
176 , 0.0 , 0.0 , 1.0 , 0.0
177 , 0.0 , 0.470588 , 0.529412 , 0.0
178 , 0.0 , 0.0 , 0.55 , 0.45
179 , 1.0 , 0.0 , 0.0 , 0.0
180 , 0.434783 , 0.565217 , 0.0 , 0.0
181 , 0.0 , 0.541667 , 0.458333 , 0.0
182 , 0.25 , 0.75 , 0.0 , 0.0
183 , 0.0 , 0.625 , 0.0 , 0.375
184 , 0.434783 , 0.565217 , 0.0 , 0.0
185 , 0.0 , 0.444444 , 0.0 , 0.555556
186 , 0.45 , 0.55 , 0.0 , 0.0
187 , 0.0 , 0.0 , 0.647059 , 0.352941
188 , 0.333333 , 0.666667 , 0.0 , 0.0
189 , 0.47619 , 0.52381 , 0.0 , 0.0
190 , 0.0 , 0.0 , 1.0 , 0.0
191 , 0.444444 , 0.0 , 0.555556 , 0.0
192 , 1.0 , 0.0 , 0.0 , 0.0
193 , 0.0 , 0.0 , 0.5625 , 0.4375
194 , 1.0 , 0.0 , 0.0 , 0.0
195 , 0.588235 , 0.0 , 0.411765 , 0.0
196 , 0.0 , 0.0 , 1.0 , 0.0
197 , 0.0 , 0.421053 , 0.578947 , 0.0
198 , 0.0 , 0.0 , 0.0 , 1.0
199 , 0.0 , 1.0 , 0.0 , 0.0
200 , 0.0 , 0.52381 , 0.0 , 0.47619
201 , 0.0 , 0.0 , 0.705882 , 0.294118
202 , 0.0 , 0.518519 , 0.481481 , 0.0
203 , 0.35 , 0.65 , 0.0 , 0.0
204 , 0.0 , 0.0 , 1.0 , 0.0
205 , 0.409091 , 0.0 , 0.590909 , 0.0
206 , 0.0 , 0.0 , 0.647059 , 0.352941
207 , 0.0 , 0.678571 , 0.321429 , 0.0
208 , 0.0 , 0.631579 , 0.0 , 0.368421
209 , 0.0 , 0.0 , 0.470588 , 0.529412
210 , 0.642857 , 0.0 , 0.357143 , 0.0
211 , 0.0 , 0.0 , 1.0 , 0.0
212 , 0.3 , 0.0 , 0.0 , 0.7
213 , 0.0 , 0.0 , 0.454545 , 0.545455
214 , 0.0 , 0.0 , 0.0 , 1.0
215 , 1.0 , 0.0 , 0.0 , 0.0
216 , 0.45 , 0.55 , 0.0 , 0.0
217 , 0.0 , 0.391304 , 0.0 , 0.608696
218 , 0.555556 , 0.0 , 0.0 , 0.444444
219 , 0.0 , 0.809524 , 0.0 , 0.190476
220 , 0.5 , 0.0 , 0.5 , 0.0
221 , 0.0 , 0.6875 , 0.0 , 0.3125
222 , 0.0 , 0.0 , 0.578947 , 0.421053
223 , 0.0 , 0.0 , 1.0 , 0.0
224 , 0.0 , 0.0 , 0.7 , 0.3
225 , 0.5625 , 0.0 , 0.0 , 0.4375
226 , 0.0 , 0.571429 , 0.428571 , 0.0
227 , 0.0 , 0.521739 , 0.0 , 0.478261
228 , 0.375 , 0.0 , 0.625 , 0.0
229 , 0.0 , 1.0 , 0.0 , 0.0
230 , 0.526316 , 0.0 , 0.0 , 0.473684
231 , 0.461538 , 0.0 , 0.0 , 0.538462
232 , 0.0 , 0.0 , 1.0 , 0.0
233 , 0.0 , 0.0 , 0.588235 , 0.411765
234 , 0.0 , 0.0 , 1.0 , 0.0
235 , 0.0 , 0.0 , 0.444444 , 0.555556
236 , 0.0 , 0.529412 , 0.470588 , 0.0
237 , 0.0 , 0.64 , 0.0 , 0.36
238 , 0.444444 , 0.0 , 0.0 , 0.555556
239 , 0.0 , 0.5 , 0.5 , 0.0
240 , 0.0 , 0.0 , 0.470588 , 0.529412
241 , 0.0 , 0.647059 , 0.0 , 0.352941
242 , 0.0 , 0.0 , 1.0 , 0.0
243 , 0.428571 , 0.0 , 0.0 , 0.571429
244 , 0.555556 , 0.0 , 0.0 , 0.444444
245 , 0.0 , 0.0 , 0.0 , 1.0
246 , 0.35 , 0.0 , 0.0 , 0.65
247 , 0.647059 , 0.0 , 0.0 , 0.352941
248 , 0.454545 , 0.545455 , 0.0 , 0.0
249 , 0.0 , 0.0 , 0.0 , 1.0
250 , 0.0 , 0.0 , 1.0 , 0.0
251 , 0.0 , 1.0 , 0.0 , 0.0
252 , 0.0 , 0.0 , 1.0 , 0.0
253 , 0.0 , 0.538462 , 0.461538 , 0.0
254 , 0.5 , 0.0 , 0.5 , 0.0
255 , 0.5 , 0.0 , 0.5 , 0.0
256 , 0.533333 , 0.0 , 0.0 , 0.466667
257 , 0.0 , 0.0 , 1.0 , 0.0
258 , 0.0 , 0.56 , 0.0 , 0.44
259 , 0.0 , 0.0 , 0.588235 , 0.411765
260 , 1.0 , 0.0 , 0.0 , 0.0
261 , 0.0 , 0.571429 , 0.0 , 0.428571
262 , 0.0 , 0.0 , 0.636364 , 0.363636
263 , 0.5625 , 0.0 , 0.0 , 0.4375
264 , 0.0 , 0.0 , 0.0 , 1.0
265 , 0.0 , 1.0 , 0.0 , 0.0
266 , 0.0 , 1.0 , 0.0 , 0.0
267 , 0.642857 , 0.0 , 0.0 , 0.357143
268 , 0.56 , 0.0 , 0.44 , 0.0
269 , 0.0 , 0.0 , 0.0 , 1.0
270 , 0.0 , 0.5 , 0.0 , 0.5
271 , 0.0 , 0.0 , 1.0 , 0.0
272 , 0.368421 , 0.631579 , 0.0 , 0.0
273 , 0.0 , 0.526316 , 0.473684 , 0.0
274 , 0.0 , 0.52381 , 0.0 , 0.47619
275 , 0.0 , 0.0 , 0.5 , 0.5
276 , 0.333333 , 0.0 , 0.0 , 0.666667
277 , 0.0 , 0.636364 , 0.0 , 0.363636
278 , 1.0 , 0.0 , 0.0 , 0.0
279 , 0.0 , 0.7 , 0.3 , 0.0
280 , 0.0 , 0.0 , 0.4375 , 0.5625
281 , 0.0 , 0.0 , 0.388889 , 0.611111
282 , 0.0 , 0.0 , 0.0 , 1.0
283 , 0.375 , 0.0 , 0.625 , 0.0
284 , 0.0 , 0.0 , 0.545455 , 0.454545
285 , 0.0 , 0.0 , 0.470588 , 0.529412
286 , 0.0 , 1.0 , 0.0 , 0.0
287 , 0.333333 , 0.0 , 0.666667 , 0.0
288 , 0.0 , 0.518519 , 0.0 , 0.481481
289 , 0.0 , 0.55 , 0.0 , 0.45
290 , 0.0 , 0.0 , 1.0 , 0.0
291 , 0.0 , 0.6 , 0.0 , 0.4
292 , 0.0 , 0.0 , 1.0 , 0.0
293 , 0.0 , 0.0 , 0.0 , 1.0
294 , 0.0 , 0.482759 , 0.517241 , 0.0
295 , 0.4 , 0.0 , 0.0 , 0.6
296 , 0.210526 , 0.789474 , 0.0 , 0.0
297 , 0.0 , 0.0 , 1.0 , 0.0
298 , 0.0 , 0.5 , 0.0 , 0.5
299 , 0.0 , 0.521739 , 0.478261 , 0.0
300 , 0.0 , 0.0 , 0.0 , 1.0
301 , 0.0 , 0.0 , 0.6 , 0.4
302 , 0.0 , 0.0 , 0.470588 , 0.529412
303 , 0.0 , 0.565217 , 0.0 , 0.434783
304 , 0.5 , 0.0 , 0.0 , 0.5
305 , 0.35 , 0.65 , 0.0 , 0.0
306 , 0.0 , 0.0 , 0.0 , 1.0
307 , 0.0 , 0.0 , 0.0 , 1.0
308 , 0.5 , 0.0 , 0.5 , 0.0
309 , 0.0 , 0.0 , 0.529412 , 0.470588
310 , 1.0 , 0.0 , 0.0 , 0.0
311 , 0.35 , 0.0 , 0.65 , 0.0
312 , 0.4375 , 0.0 , 0.5625 , 0.0
313 , 0.0 , 0.5 , 0.5 , 0.0
314 , 0.428571 , 0.571429 , 0.0 , 0.0
315 , 0.461538 , 0.538462 , 0.0 , 0.0
316 , 0.0 , 0.0 , 0.333333 , 0.666667
317 , 0.0 , 0.0 , 0.526316 , 0.473684
318 , 0.0 , 0.0 , 0.578947 , 0.421053
319 , 0.55 , 0.45 , 0.0 , 0.0
320 , 0.0 , 0.625 , 0.375 , 0.0
321 , 0.0 , 0.0 , 0.588235 , 0.411765
322 , 0.0 , 0.454545 , 0.545455 , 0.0
323 , 0.0 , 0.642857 , 0.357143 , 0.0
324 , 0.5 , 0.0 , 0.5 , 0.0
325 , 1.0 , 0.0 , 0.0 , 0.0
326 , 0.380952 , 0.619048 , 0.0 , 0.0
327 , 0.5 , 0.0 , 0.5 , 0.0
328 , 0.375 , 0.625 , 0.0 , 0.0
329 , 0.0 , 0.52381 , 0.47619 , 0.0
330 , 0.352941 , 0.0 , 0.647059 , 0.0
331 , 1.0 , 0.0 , 0.0 , 0.0
332 , 0.590909 , 0.0 , 0.0 , 0.409091
333 , 0.555556 , 0.0 , 0.444444 , 0.0
334 , 0.0 , 0.8 , 0.2 , 0.0
335 , 0.466667 , 0.0 , 0.533333 , 0.0
336 , 1.0 , 0.0 , 0.0 , 0.0
337 , 0.0 , 0.652174 , 0.347826 , 0.0
338 , 0.0 , 0.0 , 0.615385 , 0.384615
339 , 0.0 , 0.0 , 1.0 , 0.0
340 , 0.529412 , 0.0 , 0.470588 , 0.0
341 , 0.0 , 0.0 , 0.555556 , 0.444444
342 , 0.0 , 0.47619 , 0.52381 , 0.0
343 , 0.0 , 0.0 , 1.0 , 0.0
344 , 0.473684 , 0.0 , 0.526316 , 0.0
345 , 0.384615 , 0.0 , 0.0 , 0.615385
346 , 0.0 , 0.578947 , 0.421053 , 0.0
347 , 0.0 , 0.0 , 1.0 , 0.0
348 , 0.0 , 0.0 , 0.55 , 0.45
349 , 0.409091 , 0.0 , 0.590909 , 0.0
350 , 0.0 , 0.636364 , 0.0 , 0.363636
351 , 0.0 , 0.611111 , 0.0 , 0.388889
352 , 0.0 , 0.0 , 0.470588 , 0.529412
353 , 0.277778 , 0.722222 , 0.0 , 0.0
354 , 0.470588 , 0.0 , 0.0 , 0.529412
355 , 0.0 , 0.0 , 0.5 , 0.5
356 , 0.0 , 0.0 , 0.55 , 0.45
357 , 0.0 , 0.0 , 1.0 , 0.0
358 , 0.222222 , 0.777778 , 0.0 , 0.0
359 , 0.0 , 0.652174 , 0.0 , 0.347826
360 , 0.0 , 0.631579 , 0.368421 , 0.0
361 , 0.0 , 0.0 , 0.0 , 1.0
362 , 0.0 , 0.0 , 0.0 , 1.0
363 , 0.0 , 0.5 , 0.5 , 0.0
364 , 0.0 , 0.538462 , 0.461538 , 0.0
365 , 0.0 , 0.0 , 0.692308 , 0.307692
366 , 0.45 , 0.0 , 0.0 , 0.55
367 , 0.411765 , 0.0 , 0.588235 , 0.0
368 , 0.470588 , 0.0 , 0.0 , 0.529412
369 , 0.266667 , 0.0 , 0.733333 , 0.0
370 , 0.0 , 0.0 , 0.526316 , 0.473684
371 , 0.5 , 0.0 , 0.0 , 0.5
372 , 0.0 , 0.0 , 1.0 , 0.0
373 , 0.533333 , 0.0 , 0.0 , 0.466667
374 , 0.0 , 0.0 , 0.0 , 1.0
375 , 0.0 , 0.0 , 0.45 , 0.55
376 , 0.4 , 0.0 , 0.0 , 0.6
377 , 0.0 , 0.516129 , 0.0 , 0.483871
378 , 0.0 , 0.6 , 0.4 , 0.0
379 , 0.0 , 0.0 , 1.0 , 0.0
380 , 0.0 , 0.5 , 0.0 , 0.5
381 , 0.4 , 0.6 , 0.0 , 0.0
382 , 0.478261 , 0.0 , 0.521739 , 0.0
383 , 0.0 , 0.0 , 1.0 , 0.0
384 , 0.384615 , 0.615385 , 0.0 , 0.0
385 , 0.0 , 0.466667 , 0.533333 , 0.0
386 , 0.0 , 0.0 , 0.56 , 0.44
387 , 0.0 , 0.0 , 0.526316 , 0.473684
388 , 0.0 , 0.565217 , 0.0 , 0.434783
389 , 0.0 , 0.68 , 0.32 , 0.0
390 , 0.5 , 0.0 , 0.0 , 0.5
391 , 0.428571 , 0.0 , 0.571429 , 0.0
392 , 1.0 , 0.0 , 0.0 , 0.0
393 , 0.5 , 0.5 , 0.0 , 0.0
394 , 0.428571 , 0.0 , 0.571429 , 0.0
395 , 1.0 , 0.0 , 0.0 , 0.0
396 , 1.0 , 0.0 , 0.0 , 0.0
397 , 1.0 , 0.0 , 0.0 , 0.0
398 , 1.0 , 0.0 , 0.0 , 0.0
399 , 0.375 , 0.0 , 0.625 , 0.0
400 , 0.454545 , 0.0 , 0.545455 , 0.0
401 , 0.5 , 0.0 , 0.5 , 0.0
402 , 0.4375 , 0.0 , 0.0 , 0.5625
403 , 0.470588 , 0.0 , 0.529412 , 0.0
404 , 0.368421 , 0.0 , 0.0 , 0.631579
405 , 0.0 , 0.0 , 0.375 , 0.625
406 , 0.0 , 0.0 , 1.0 , 0.0
407 , 0.315789 , 0.0 , 0.0 , 0.684211
408 , 0.0 , 0.0 , 0.0 , 1.0
409 , 0.333333 , 0.0 , 0.0 , 0.666667
410 , 0.529412 , 0.0 , 0.0 , 0.470588
411 , 0.0 , 0.0 , 1.0 , 0.0
412 , 0.0 , 0.0 , 0.411765 , 0.588235
413 , 1.0 , 0.0 , 0.0 , 0.0
414 , 0.0 , 1.0 , 0.0 , 0.0
415 , 0.0 , 0.0 , 0.0 , 1.0
416 , 0.0 , 0.0 , 0.0 , 1.0
417 , 0.0 , 0.52381 , 0.47619 , 0.0
418 , 1.0 , 0.0 , 0.0 , 0.0
419 , 0.0 , 0.0 , 0.0 , 1.0
420 , 0.416667 , 0.0 , 0.0 , 0.583333
421 , 0.0 , 0.608696 , 0.391304 , 0.0
422 , 0.0 , 0.0 , 0.375 , 0.625
423 , 0.0 , 0.0 , 1.0 , 0.0
424 , 0.4 , 0.6 , 0.0 , 0.0
425 , 0.3 , 0.7 , 0.0 , 0.0
426 , 0.0 , 0.0 , 0.0 , 1.0
427 , 0.4 , 0.0 , 0.6 , 0.0
428 , 0.35 , 0.65 , 0.0 , 0.0
429 , 0.4375 , 0.0 , 0.0 , 0.5625
430 , 0.0 , 0.590909 , 0.409091 , 0.0
431 , 0.473684 , 0.0 , 0.0 , 0.526316
432 , 0.473684 , 0.526316 , 0.0 , 0.0
433 , 0.0 , 0.0 , 1.0 , 0.0
434 , 0.47619 , 0.52381 , 0.0 , 0.0
435 , 0.526316 , 0.473684 , 0.0 , 0.0
436 , 0.0 , 0.0 , 0.0 , 1.0
437 , 0.571429 , 0.0 , 0.428571 , 0.0
438 , 0.0 , 0.666667 , 0.0 , 0.333333
439 , 0.0 , 0.0 , 0.0 , 1.0
440 , 0.0 , 0.0 , 0.588235 , 0.411765
441 , 0.5 , 0.0 , 0.5 , 0.0
442 , 0.0 , 1.0 , 0.0 , 0.0
443 , 0.416667 , 0.0 , 0.583333 , 0.0
444 , 0.545455 , 0.0 , 0.0 , 0.454545
445 , 1.0 , 0.0 , 0.0 , 0.0
446 , 0.647059 , 0.0 , 0.352941 , 0.0
447 , 0.388889 , 0.0 , 0.611111 , 0.0
448 , 0.0 , 0.0 , 0.5 , 0.5
449 , 0.0 , 0.538462 , 0.0 , 0.461538
450 , 0.0 , 1.0 , 0.0 , 0.0
451 , 0.0 , 0.631579 , 0.0 , 0.368421
452 , 0.0 , 0.55 , 0.0 , 0.45
453 , 0.0 , 1.0 , 0.0 , 0.0
454 , 0.0 , 0.5 , 0.5 , 0.0
455 , 0.0 , 0.0 , 1.0 , 0.0
456 , 0.0 , 0.0 , 0.461538 , 0.538462
457 , 0.0 , 1.0 , 0.0 , 0.0
458 , 0.0 , 0.565217 , 0.0 , 0.434783
459 , 0.294118 , 0.0 , 0.705882 , 0.0
460 , 0.0 , 0.590909 , 0.0 , 0.409091
461 , 0.0 , 0.0 , 0.5 , 0.5
462 , 0.578947 , 0.0 , 0.0 , 0.421053
463 , 0.0 , 0.0 , 1.0 , 0.0
464 , 0.3125 , 0.0 , 0.6875 , 0.0
465 , 0.0 , 0.0 , 1.0 , 0.0
466 , 0.0 , 0.0 , 0.0 , 1.0
467 , 0.0 , 0.578947 , 0.0 , 0.421053
468 , 1.0 , 0.0 , 0.0 , 0.0
469 , 0.0 , 0.0 , 1.0 , 0.0
470 , 0.0 , 0.590909 , 0.409091 , 0.0
471 , 0.0 , 0.0 , 1.0 , 0.0
472 , 0.0 , 0.0 , 0.0 , 1.0
473 , 0.5 , 0.5 , 0.0 , 0.0
474 , 0.0 , 0.631579 , 0.368421 , 0.0
475 , 0.0 , 0.714286 , 0.285714 , 0.0
476 , 0.5625 , 0.0 , 0.0 , 0.4375
477 , 0.368421 , 0.0 , 0.631579 , 0.0
478 , 0.0 , 0.0 , 0.0 , 1.0
479 , 0.0 , 0.0 , 0.0 , 1.0
480 , 0.571429 , 0.0 , 0.428571 , 0.0
481 , 0.52381 , 0.47619 , 0.0 , 0.0
482 , 0.368421 , 0.631579 , 0.0 , 0.0
483 , 0.428571 , 0.0 , 0.0 , 0.571429
484 , 0.0 , 0.0 , 0.0 , 1.0
485 , 0.25 , 0.75 , 0.0 , 0.0
486 , 0.0 , 0.5 , 0.5 , 0.0
487 , 0.3 , 0.0 , 0.7 , 0.0
488 , 0.470588 , 0.0 , 0.529412 , 0.0
489 , 0.0 , 0.545455 , 0.454545 , 0.0
490 , 0.0 , 0.0 , 0.588235 , 0.411765
491 , 0.578947 , 0.0 , 0.421053 , 0.0
492 , 0.0 , 0.0 , 0.526316 , 0.473684
493 , 0.0 , 0.5 , 0.5 , 0.0
494 , 0.0 , 0.0 , 0.0 , 1.0
495 , 0.611111 , 0.0 , 0.0 , 0.388889
496 , 0.0 , 0.533333 , 0.466667 , 0.0
497 , 0.368421 , 0.0 , 0.631579 , 0.0
498 , 0.0 , 0.52381 , 0.0 , 0.47619
499 , 0.0 , 1.0 , 0.0 , 0.0
500 , 0.0 , 1.0 , 0.0 , 0.0
501 , 0.0 , 0.0 , 0.666667 , 0.333333
502 , 0.615385 , 0.0 , 0.0 , 0.384615
503 , 0.0 , 0.0 , 0.473684 , 0.526316
504 , 0.0 , 0.681818 , 0.318182 , 0.0
505 , 0.611111 , 0.0 , 0.0 , 0.388889
506 , 0.5 , 0.0 , 0.5 , 0.0
507 , 0.0 , 0.478261 , 0.521739 , 0.0
508 , 0.434783 , 0.565217 , 0.0 , 0.0
509 , 0.444444 , 0.0 , 0.0 , 0.555556
510 , 0.533333 , 0.0 , 0.0 , 0.466667
511 , 0.0 , 0.0 , 1.0 , 0.0
512 , 0.5 , 0.0 , 0.5 , 0.0
513 , 0.391304 , 0.608696 , 0.0 , 0.0
514 , 0.0 , 0.0 , 0.529412 , 0.470588
