X , P1AncestryProportion , P2AncestryProportion , P3AncestryProportion , P4AncestryProportion
181 , 0.0 , 0.571429 , 0.0 , 0.428571
182 , 0.0 , 0.0 , 0.565217 , 0.434783
183 , 0.0 , 0.619048 , 0.380952 , 0.0
184 , 0.0 , 0.5 , 0.0 , 0.5
185 , 0.0 , 1.0 , 0.0 , 0.0
186 , 0.0 , 0.0 , 1.0 , 0.0
187 , 0.0 , 0.6 , 0.0 , 0.4
188 , 0.0 , 0.0 , 0.52381 , 0.47619
189 , 0.0 , 0.0 , 0.588235 , 0.411765
190 , 0.333333 , 0.0 , 0.666667 , 0.0
191 , 0.375 , 0.625 , 0.0 , 0.0
192 , 0.0 , 0.571429 , 0.428571 , 0.0
193 , 0.0 , 0.0 , 0.0 , 1.0
194 , 0.526316 , 0.0 , 0.0 , 0.473684
195 , 0.736842 , 0.0 , 0.0 , 0.263158
196 , 0.392857 , 0.607143 , 0.0 , 0.0
197 , 0.333333 , 0.0 , 0.666667 , 0.0
198 , 0.266667 , 0.733333 , 0.0 , 0.0
199 , 0.380952 , 0.619048 , 0.0 , 0.0
200 , 0.0 , 0.0 , 0.0 , 1.0
201 , 0.0 , 0.666667 , 0.0 , 0.333333
202 , 0.45 , 0.0 , 0.55 , 0.0
203 , 0.304348 , 0.695652 , 0.0 , 0.0
204 , 0.470588 , 0.0 , 0.0 , 0.529412
205 , 0.0 , 1.0 , 0.0 , 0.0
206 , 0.0 , 0.0 , 1.0 , 0.0
207 , 0.0 , 0.695652 , 0.0 , 0.304348
208 , 0.333333 , 0.666667 , 0.0 , 0.0
209 , 0.588235 , 0.0 , 0.0 , 0.411765
210 , 0.0 , 0.0 , 0.444444 , 0.555556
211 , 0.647059 , 0.0 , 0.0 , 0.352941
212 , 0.0 , 0.538462 , 0.461538 , 0.0
213 , 0.0 , 0.0 , 0.6 , 0.4
214 , 0.454545 , 0.0 , 0.545455 , 0.0
215 , 0.0 , 0.571429 , 0.428571 , 0.0
216 , 0.5 , 0.0 , 0.0 , 0.5
217 , 0.0 , 0.0 , 0.529412 , 0.470588
218 , 0.0 , 0.0 , 0.545455 , 0.454545
219 , 0.5 , 0.5 , 0.0 , 0.0
220 , 0.0 , 0.692308 , 0.0 , 0.307692
221 , 0.555556 , 0.0 , 0.444444 , 0.0
222 , 0.0 , 0.538462 , 0.461538 , 0.0
223 , 0.0 , 0.0 , 0.470588 , 0.529412
224 , 0.0 , 0.0 , 0.529412 , 0.470588
225 , 0.0 , 0.0 , 0.714286 , 0.285714
226 , 0.0 , 0.0 , 0.5 , 0.5
227 , 0.0 , 0.0 , 0.0 , 1.0
228 , 0.411765 , 0.0 , 0.0 , 0.588235
229 , 1.0 , 0.0 , 0.0 , 0.0
230 , 0.352941 , 0.0 , 0.647059 , 0.0
231 , 0.6 , 0.0 , 0.0 , 0.4
232 , 0.647059 , 0.0 , 0.0 , 0.352941
233 , 0.0 , 0.578947 , 0.0 , 0.421053
234 , 0.0 , 1.0 , 0.0 , 0.0
235 , 0.333333 , 0.666667 , 0.0 , 0.0
236 , 0.48 , 0.52 , 0.0 , 0.0
237 , 0.0 , 0.0 , 0.0 , 1.0
238 , 1.0 , 0.0 , 0.0 , 0.0
239 , 0.0 , 1.0 , 0.0 , 0.0
240 , 0.0 , 0.0 , 0.4 , 0.6
241 , 0.0 , 1.0 , 0.0 , 0.0
242 , 0.0 , 0.0 , 1.0 , 0.0
243 , 0.0 , 0.652174 , 0.0 , 0.347826
244 , 0.0 , 1.0 , 0.0 , 0.0
245 , 0.0 , 0.652174 , 0.0 , 0.347826
246 , 0.0 , 0.0 , 0.65 , 0.35
247 , 0.0 , 0.45 , 0.55 , 0.0
248 , 0.0 , 0.608696 , 0.0 , 0.391304
249 , 0.473684 , 0.0 , 0.526316 , 0.0
250 , 0.0 , 0.578947 , 0.0 , 0.421053
251 , 0.375 , 0.0 , 0.0 , 0.625
252 , 0.0 , 0.409091 , 0.0 , 0.590909
253 , 0.4375 , 0.0 , 0.0 , 0.5625
254 , 0.458333 , 0.541667 , 0.0 , 0.0
255 , 0.0 , 0.0 , 0.642857 , 0.357143
256 , 0.4375 , 0.0 , 0.0 , 0.5625
257 , 0.0 , 0.684211 , 0.0 , 0.315789
258 , 0.35 , 0.0 , 0.65 , 0.0
259 , 0.0 , 0.0 , 0.0 , 1.0
260 , 0.0 , 0.545455 , 0.0 , 0.454545
261 , 1.0 , 0.0 , 0.0 , 0.0
262 , 0.0 , 0.583333 , 0.0 , 0.416667
263 , 0.473684 , 0.526316 , 0.0 , 0.0
264 , 0.0 , 0.652174 , 0.0 , 0.347826
265 , 0.666667 , 0.0 , 0.333333 , 0.0
266 , 0.0 , 1.0 , 0.0 , 0.0
267 , 1.0 , 0.0 , 0.0 , 0.0
268 , 0.0 , 0.727273 , 0.0 , 0.272727
269 , 0.0 , 0.0 , 1.0 , 0.0
270 , 0.0 , 0.0 , 0.5 , 0.5
271 , 0.0 , 0.0 , 0.0 , 1.0
272 , 0.210526 , 0.789474 , 0.0 , 0.0
273 , 1.0 , 0.0 , 0.0 , 0.0
274 , 0.421053 , 0.0 , 0.0 , 0.578947
275 , 0.0 , 0.636364 , 0.0 , 0.363636
276 , 0.0 , 0.0 , 1.0 , 0.0
277 , 0.0 , 0.45 , 0.55 , 0.0
278 , 0.545455 , 0.0 , 0.0 , 0.454545
279 , 0.0 , 0.0 , 0.608696 , 0.391304
280 , 0.0 , 0.0 , 0.0 , 1.0
281 , 0.0 , 1.0 , 0.0 , 0.0
282 , 0.0 , 0.0 , 1.0 , 0.0
283 , 0.0 , 0.521739 , 0.0 , 0.478261
284 , 0.0 , 1.0 , 0.0 , 0.0
285 , 0.0 , 0.6 , 0.4 , 0.0
286 , 0.0 , 0.75 , 0.25 , 0.0
287 , 0.0 , 0.0 , 1.0 , 0.0
288 , 0.571429 , 0.0 , 0.0 , 0.428571
289 , 0.619048 , 0.0 , 0.0 , 0.380952
290 , 0.416667 , 0.0 , 0.0 , 0.583333
291 , 0.0 , 0.0 , 0.0 , 1.0
292 , 0.684211 , 0.0 , 0.0 , 0.315789
293 , 0.0 , 0.0 , 0.5 , 0.5
294 , 0.545455 , 0.0 , 0.0 , 0.454545
295 , 0.619048 , 0.0 , 0.0 , 0.380952
296 , 0.333333 , 0.0 , 0.666667 , 0.0
297 , 0.0 , 0.5625 , 0.0 , 0.4375
298 , 0.529412 , 0.0 , 0.0 , 0.470588
299 , 0.0 , 0.0 , 0.555556 , 0.444444
300 , 0.470588 , 0.529412 , 0.0 , 0.0
301 , 0.0 , 0.7 , 0.3 , 0.0
302 , 0.409091 , 0.0 , 0.0 , 0.590909
303 , 0.0 , 0.0 , 0.411765 , 0.588235
304 , 0.0 , 1.0 , 0.0 , 0.0
305 , 0.0 , 0.0 , 0.571429 , 0.428571
306 , 0.421053 , 0.0 , 0.0 , 0.578947
307 , 0.0 , 0.0 , 0.466667 , 0.533333
308 , 0.565217 , 0.0 , 0.434783 , 0.0
309 , 0.0 , 0.0 , 0.625 , 0.375
310 , 0.0 , 0.0 , 0.333333 , 0.666667
311 , 0.0 , 1.0 , 0.0 , 0.0
312 , 0.545455 , 0.0 , 0.0 , 0.454545
313 , 0.642857 , 0.0 , 0.0 , 0.357143
314 , 0.6 , 0.0 , 0.0 , 0.4
315 , 0.272727 , 0.727273 , 0.0 , 0.0
316 , 0.0 , 0.0 , 1.0 , 0.0
317 , 0.555556 , 0.0 , 0.0 , 0.444444
318 , 0.0 , 0.578947 , 0.0 , 0.421053
319 , 0.0 , 0.666667 , 0.0 , 0.333333
320 , 0.0 , 0.705882 , 0.294118 , 0.0
321 , 0.315789 , 0.684211 , 0.0 , 0.0
322 , 0.0 , 0.448276 , 0.551724 , 0.0
323 , 0.0 , 0.588235 , 0.0 , 0.411765
324 , 0.0 , 0.0 , 1.0 , 0.0
325 , 0.466667 , 0.0 , 0.0 , 0.533333
326 , 0.0 , 0.0 , 0.625 , 0.375
327 , 0.466667 , 0.533333 , 0.0 , 0.0
328 , 0.0 , 0.625 , 0.0 , 0.375
329 , 0.0 , 1.0 , 0.0 , 0.0
330 , 0.529412 , 0.470588 , 0.0 , 0.0
331 , 0.6875 , 0.0 , 0.3125 , 0.0
332 , 0.0 , 0.0 , 1.0 , 0.0
333 , 0.0 , 0.590909 , 0.409091 , 0.0
334 , 0.411765 , 0.0 , 0.588235 , 0.0
335 , 0.411765 , 0.588235 , 0.0 , 0.0
336 , 0.4 , 0.6 , 0.0 , 0.0
337 , 0.0 , 0.0 , 0.565217 , 0.434783
338 , 0.478261 , 0.521739 , 0.0 , 0.0
339 , 0.473684 , 0.0 , 0.526316 , 0.0
340 , 1.0 , 0.0 , 0.0 , 0.0
341 , 0.625 , 0.0 , 0.0 , 0.375
342 , 0.0 , 0.0 , 0.5 , 0.5
343 , 0.0 , 0.631579 , 0.368421 , 0.0
344 , 0.0 , 1.0 , 0.0 , 0.0
345 , 0.0 , 0.0 , 0.0 , 1.0
346 , 0.375 , 0.0 , 0.625 , 0.0
347 , 0.0 , 0.607143 , 0.392857 , 0.0
348 , 1.0 , 0.0 , 0.0 , 0.0
349 , 0.0 , 0.608696 , 0.0 , 0.391304
350 , 0.55 , 0.0 , 0.0 , 0.45
351 , 0.0 , 0.636364 , 0.0 , 0.363636
352 , 0.0 , 1.0 , 0.0 , 0.0
353 , 0.0 , 0.0 , 1.0 , 0.0
354 , 0.0 , 0.590909 , 0.0 , 0.409091
355 , 0.0 , 0.583333 , 0.0 , 0.416667
356 , 0.0 , 0.0 , 1.0 , 0.0
357 , 0.444444 , 0.0 , 0.555556 , 0.0
358 , 0.0 , 1.0 , 0.0 , 0.0
359 , 0.409091 , 0.590909 , 0.0 , 0.0
360 , 0.266667 , 0.0 , 0.0 , 0.733333
361 , 0.0 , 0.529412 , 0.0 , 0.470588
362 , 0.0 , 0.588235 , 0.0 , 0.411765
363 , 0.631579 , 0.0 , 0.0 , 0.368421
364 , 0.0 , 0.0 , 0.0 , 1.0
365 , 0.5 , 0.0 , 0.0 , 0.5
366 , 0.0 , 0.0 , 0.473684 , 0.526316
367 , 0.0 , 1.0 , 0.0 , 0.0
368 , 0.333333 , 0.666667 , 0.0 , 0.0
369 , 0.0 , 0.0 , 0.421053 , 0.578947
370 , 0.333333 , 0.0 , 0.666667 , 0.0
371 , 0.0 , 1.0 , 0.0 , 0.0
372 , 0.0 , 0.0 , 0.5 , 0.5
373 , 0.0 , 1.0 , 0.0 , 0.0
374 , 0.4 , 0.6 , 0.0 , 0.0
375 , 0.285714 , 0.0 , 0.714286 , 0.0
376 , 0.315789 , 0.684211 , 0.0 , 0.0
377 , 0.0 , 0.0 , 0.47619 , 0.52381
378 , 0.470588 , 0.529412 , 0.0 , 0.0
379 , 0.5625 , 0.0 , 0.0 , 0.4375
380 , 0.388889 , 0.611111 , 0.0 , 0.0
381 , 0.0 , 0.0 , 0.692308 , 0.307692
382 , 0.0 , 0.0 , 0.590909 , 0.409091
383 , 0.363636 , 0.636364 , 0.0 , 0.0
384 , 0.444444 , 0.555556 , 0.0 , 0.0
385 , 0.0 , 0.625 , 0.0 , 0.375
386 , 0.0 , 0.0 , 0.461538 , 0.538462
387 , 0.0 , 0.0 , 1.0 , 0.0
388 , 0.0 , 0.0 , 0.55 , 0.45
389 , 0.0 , 0.0 , 0.0 , 1.0
390 , 0.0 , 0.545455 , 0.0 , 0.454545
391 , 0.5 , 0.0 , 0.0 , 0.5
392 , 1.0 , 0.0 , 0.0 , 0.0
393 , 0.0 , 0.0 , 0.588235 , 0.411765
394 , 0.45 , 0.55 , 0.0 , 0.0
395 , 0.0 , 0.0 , 0.428571 , 0.571429
396 , 0.0 , 0.5625 , 0.0 , 0.4375
397 , 0.0 , 0.0 , 0.0 , 1.0
398 , 0.0 , 0.611111 , 0.0 , 0.388889
399 , 0.0 , 0.636364 , 0.363636 , 0.0
400 , 0.35 , 0.65 , 0.0 , 0.0
401 , 0.0 , 1.0 , 0.0 , 0.0
402 , 0.571429 , 0.0 , 0.0 , 0.428571
403 , 0.466667 , 0.0 , 0.533333 , 0.0
404 , 0.636364 , 0.0 , 0.363636 , 0.0
405 , 0.0 , 0.0 , 0.565217 , 0.434783
406 , 0.538462 , 0.0 , 0.0 , 0.461538
407 , 0.0 , 0.73913 , 0.26087 , 0.0
408 , 0.583333 , 0.416667 , 0.0 , 0.0
409 , 0.5 , 0.5 , 0.0 , 0.0
410 , 0.0 , 0.64 , 0.0 , 0.36
411 , 0.529412 , 0.0 , 0.470588 , 0.0
412 , 1.0 , 0.0 , 0.0 , 0.0
413 , 0.409091 , 0.590909 , 0.0 , 0.0
414 , 0.434783 , 0.565217 , 0.0 , 0.0
415 , 0.333333 , 0.666667 , 0.0 , 0.0
416 , 0.0 , 0.636364 , 0.363636 , 0.0
417 , 0.0 , 0.681818 , 0.318182 , 0.0
418 , 0.0 , 0.444444 , 0.0 , 0.555556
419 , 0.428571 , 0.571429 , 0.0 , 0.0
420 , 0.0 , 0.0 , 0.636364 , 0.363636
421 , 0.0 , 1.0 , 0.0 , 0.0
422 , 0.0 , 0.571429 , 0.0 , 0.428571
423 , 0.0 , 0.5 , 0.5 , 0.0
424 , 0.304348 , 0.695652 , 0.0 , 0.0
425 , 0.391304 , 0.608696 , 0.0 , 0.0
426 , 0.0 , 0.0 , 1.0 , 0.0
427 , 0.0 , 0.0 , 0.55 , 0.45
428 , 0.47619 , 0.0 , 0.0 , 0.52381
429 , 0.1875 , 0.8125 , 0.0 , 0.0
430 , 0.6875 , 0.0 , 0.0 , 0.3125
431 , 0.0 , 0.0 , 0.5 , 0.5
432 , 0.473684 , 0.526316 , 0.0 , 0.0
433 , 0.518519 , 0.0 , 0.0 , 0.481481
434 , 0.4 , 0.0 , 0.0 , 0.6
435 , 0.266667 , 0.0 , 0.0 , 0.733333
436 , 0.0 , 1.0 , 0.0 , 0.0
437 , 0.388889 , 0.0 , 0.0 , 0.611111
438 , 0.0 , 0.555556 , 0.0 , 0.444444
439 , 0.0 , 0.608696 , 0.391304 , 0.0
440 , 0.375 , 0.0 , 0.625 , 0.0
441 , 0.5 , 0.0 , 0.5 , 0.0
442 , 0.0 , 0.0 , 0.705882 , 0.294118
443 , 0.0 , 0.0 , 1.0 , 0.0
444 , 0.0 , 0.5 , 0.0 , 0.5
445 , 0.0 , 0.0 , 0.375 , 0.625
446 , 0.666667 , 0.0 , 0.0 , 0.333333
447 , 0.0 , 0.0 , 0.692308 , 0.307692
448 , 0.5 , 0.0 , 0.0 , 0.5
449 , 0.0 , 0.0 , 0.0 , 1.0
450 , 0.4375 , 0.0 , 0.0 , 0.5625
451 , 0.0 , 0.565217 , 0.0 , 0.434783
452 , 0.0 , 0.571429 , 0.428571 , 0.0
453 , 0.466667 , 0.0 , 0.533333 , 0.0
454 , 0.0 , 0.0 , 0.0 , 1.0
455 , 0.55 , 0.0 , 0.45 , 0.0
456 , 0.0 , 0.0 , 0.5 , 0.5
457 , 0.555556 , 0.0 , 0.444444 , 0.0
458 , 0.333333 , 0.666667 , 0.0 , 0.0
459 , 0.0 , 1.0 , 0.0 , 0.0
460 , 0.0 , 0.0 , 0.5 , 0.5
461 , 0.470588 , 0.0 , 0.529412 , 0.0
462 , 0.0 , 0.0 , 0.0 , 1.0
463 , 0.352941 , 0.0 , 0.0 , 0.647059
464 , 0.631579 , 0.0 , 0.0 , 0.368421
465 , 0.388889 , 0.611111 , 0.0 , 0.0
466 , 0.0 , 0.722222 , 0.277778 , 0.0
467 , 0.285714 , 0.714286 , 0.0 , 0.0
468 , 0.0 , 0.0 , 1.0 , 0.0
469 , 0.428571 , 0.0 , 0.0 , 0.571429
470 , 0.529412 , 0.0 , 0.470588 , 0.0
471 , 0.578947 , 0.0 , 0.421053 , 0.0
472 , 0.380952 , 0.0 , 0.0 , 0.619048
473 , 0.0 , 0.535714 , 0.464286 , 0.0
474 , 0.65 , 0.0 , 0.0 , 0.35
475 , 0.578947 , 0.0 , 0.421053 , 0.0
476 , 0.0 , 0.0 , 1.0 , 0.0
477 , 0.0 , 0.0 , 0.0 , 1.0
478 , 0.705882 , 0.0 , 0.294118 , 0.0
479 , 0.0 , 0.473684 , 0.526316 , 0.0
480 , 1.0 , 0.0 , 0.0 , 0.0
481 , 0.545455 , 0.454545 , 0.0 , 0.0
482 , 0.428571 , 0.0 , 0.0 , 0.571429
483 , 0.0 , 0.0 , 0.526316 , 0.473684
484 , 0.416667 , 0.0 , 0.583333 , 0.0
485 , 0.0 , 0.0 , 0.0 , 1.0
486 , 0.0 , 1.0 , 0.0 , 0.0
487 , 0.727273 , 0.0 , 0.0 , 0.272727
488 , 0.0 , 0.0 , 1.0 , 0.0
489 , 0.0 , 1.0 , 0.0 , 0.0
490 , 0.0 , 0.52 , 0.0 , 0.48
491 , 0.428571 , 0.571429 , 0.0 , 0.0
492 , 0.0 , 0.0 , 0.5 , 0.5
493 , 0.571429 , 0.0 , 0.428571 , 0.0
494 , 1.0 , 0.0 , 0.0 , 0.0
495 , 0.0 , 1.0 , 0.0 , 0.0
496 , 0.0 , 0.0 , 1.0 , 0.0
497 , 0.0 , 0.0 , 1.0 , 0.0
498 , 0.473684 , 0.0 , 0.526316 , 0.0
499 , 0.0 , 0.0 , 0.5 , 0.5
500 , 0.454545 , 0.0 , 0.0 , 0.545455
501 , 0.470588 , 0.0 , 0.0 , 0.529412
502 , 0.0 , 0.529412 , 0.0 , 0.470588
503 , 0.666667 , 0.0 , 0.333333 , 0.0
504 , 0.0 , 0.5 , 0.0 , 0.5
505 , 0.555556 , 0.0 , 0.444444 , 0.0
506 , 0.434783 , 0.565217 , 0.0 , 0.0
507 , 0.52381 , 0.47619 , 0.0 , 0.0
508 , 0.0 , 0.0 , 0.590909 , 0.409091
509 , 0.0 , 0.545455 , 0.454545 , 0.0
510 , 1.0 , 0.0 , 0.0 , 0.0
511 , 0.7 , 0.0 , 0.3 , 0.0
