,P1AncestryProportion,P2AncestryProportion,P3AncestryProportion,P4AncestryProportion,P5AncestryProportion,P6AncestryProportion,P7AncestryProportion,P8AncestryProportion
113,0.098267115,0.0988942,0.09115399,0.05931569,0.09682339,0.287225715,0.043078195,0.225241705
114,0.08793508,0.08873081,0.08620464,0.089433545,0.07671593,0.2805874,0.060675455,0.22971714
115,0.05633593,0.060629985,0.08534203,0.127292435,0.089878435,0.30277979,0.10533785,0.172403545
116,0.037167765,0.06711371,0.12568147,0.00788416,0.190446185,0.287494175,0.06357936,0.220633175
117,0.087058445,0.036793535,0.170469245,0.08829181,0.11529856,0.260456095,0.095953085,0.145679225
118,0.05888332,0.09669694,0.164799045,0.02599854,0.086002235,0.40598341,0.045399185,0.116237325
119,0.11180939,0.030594705,0.10594639,0.20341922,0.044204545,0.33237294,0.045553545,0.126099265
120,0.070422135,0.037031375,0.108781275,0.110991105,0.07944411,0.42063083,0.023301145,0.149398025
121,0.03250755,0.116109195,0.065345475,0.093540385,0.198898945,0.219800085,0.00739157,0.266406795
122,0.07510597,0.06198999,0.0860834,0.133774445,0.11333819,0.31136908,0.0665472,0.151791725
123,0.079654875,0.08045632,0.092262905,0.14492685,0.121723505,0.293676665,0.08149718,0.1058017
124,0.067268375,0.116934125,0.1968376,0.095542735,0.092836595,0.23879113,0.114589305,0.077200135
125,0.064358795,0.07709517,0.179191025,0.099791005,0.07178038,0.315910725,0.02038675,0.17148615
126,0.076609605,0.055549875,0.102615995,0.084445945,0.09693953,0.191382065,0.15691048,0.235546505
127,0.079390815,0.03810802,0.127591075,0.07602519,0.18484708,0.261331345,0.022017585,0.21068889
128,0.11459392,0.0183854,0.090403735,0.060533925,0.134313855,0.391610765,0.10392153,0.08623687
129,0.11393561,0.05697337,0.11213863,0.06189297,0.182646995,0.321678265,0.06749287,0.08324129
130,0.08822038,0.038380295,0.242282375,0.04342197,0.078027945,0.30030052,0.10433826,0.105028255
131,0.11505116,0.02944356,0.07420708,0.035483165,0.138027385,0.406946125,0.013901855,0.18693967
132,0.031848385,0.049344905,0.112727865,0.065573555,0.116712005,0.364765325,0.06738719,0.19164077
133,0.138383835,0.04890783,0.078903695,0.14740571,0.045844055,0.406887275,0.00732943,0.12633817
134,0.040306455,0.081010275,0.113467805,0.1122263,0.04428569,0.38449049,0.06711943,0.157093555
135,0.14135254,0.088422265,0.08550258,0.05130826,0.04834511,0.403372275,0.0756186,0.10607837
136,0.096027935,0.13918767,0.169082745,0.00592565,0.143362765,0.285294075,0.049747995,0.111371165
137,0.122633665,0.08589589,0.163903935,0.059528395,0.090195605,0.273634545,0.051001045,0.15320692
138,0.093945145,0.05570442,0.19015647,0.054736905,0.12478018,0.260036675,0.036924745,0.18371546
139,0.06334082,0.20977849,0.12071977,0.082630175,0.069360245,0.307237025,0.06127334,0.085660135
140,0.05944775,0.06552211,0.10193304,0.11280401,0.105887225,0.254362345,0.044979855,0.255063665
141,0.04057695,0.066229625,0.09962397,0.136230045,0.030167905,0.37464437,0.04141992,0.211107215
142,0.06843533,0.11079068,0.11640481,0.03758093,0.088980285,0.317517815,0.0771016,0.18318855
143,0.080660405,0.01052653,0.18006089,0.17683076,0.082717165,0.183189815,0.062591435,0.223423
144,0.09366618,0.03094434,0.2204899,0.091234215,0.106267995,0.34546047,0.02032375,0.09161315
145,0.05949299,0.015655045,0.128513765,0.09872819,0.23855483,0.342203055,0.01811936,0.098732765
146,0.060446615,0.08464938,0.091671075,0.11663062,0.01852855,0.370475675,0.08048108,0.177117005
147,0.03570499,0.077359035,0.06684721,0.132997855,0.175222785,0.305108995,0.04718597,0.15957316
148,0.105711715,0.069042765,0.049912475,0.054935615,0.17697678,0.36959428,0.039026855,0.134799515
149,0.039420455,0.05590399,0.095453015,0.067271505,0.09840995,0.306487975,0.042273775,0.294779335
150,0.07411084,0.030242825,0.219091565,0.093812405,0.158025005,0.21095435,0.05538178,0.15838123
151,0.10300986,0.05278358,0.101753035,0.09586227,0.090598705,0.298689265,0.14267493,0.114628355
152,0.04832956,0.09592741,0.093509915,0.16020857,0.088925295,0.28029181,0.06794822,0.16485922
153,0.04009255,0.040641525,0.123886385,0.16344385,0.22326319,0.20508827,0.02896677,0.17461746
154,0.037881875,0.085905265,0.085078535,0.09778032,0.064656655,0.351381465,0.02509761,0.252218275
155,0.1323853,0.02747765,0.06409779,0.194920875,0.119993915,0.27141626,0.02721007,0.16249814
156,0.05054983,0.088507815,0.280310605,0.109214085,0.129263345,0.28984457,0.00228936,0.05002039
157,0.04453032,0.02748095,0.18304096,0.0862679,0.11446139,0.3198894,0.07279507,0.15153401
158,0.05331762,0.05064889,0.200013465,0.158462345,0.02090171,0.319497895,0.06370594,0.133452135
159,0.08977487,0.14292185,0.122814695,0.025086255,0.068250435,0.3140069,0.06406694,0.173078055
160,0.16070977,0.05729912,0.154219635,0.03175606,0.062080755,0.323162255,0.02017146,0.190600945
161,0.057533355,0.06438957,0.08858092,0.117879925,0.125963895,0.24550845,0.05997438,0.240169505
162,0.12321442,0.04099209,0.144020965,0.1311779,0.089604965,0.302960475,0.029759675,0.13826951
163,0.13020935,0.16858451,0.0654442,0.051198805,0.020275255,0.279020785,0.06598354,0.219283555
164,0.131141965,0.05671216,0.10827502,0.17671881,0.02644075,0.32394596,0.04484484,0.131920495
165,0.02486793,0.03047631,0.21874454,0.106636825,0.06503615,0.38837798,0.05499436,0.110865905
166,0.062571955,0.07230097,0.08378399,0.101076235,0.172925325,0.28112401,0.087645065,0.13857245
167,0.0485701,0.079164955,0.10001287,0.078224385,0.224499665,0.37076949,0.05018308,0.048575455
168,0.04543903,0.04968699,0.184343855,0.06417241,0.038799155,0.471231295,0.02895741,0.117369855
169,0.054866055,0.13419678,0.08612861,0.134139595,0.03850141,0.41856979,0.030522265,0.103075495
170,0.13369055,0.01093758,0.10386305,0.058296255,0.0926751,0.29543174,0.046321885,0.25878384
171,0.074621565,0.08356861,0.1109721,0.069630945,0.186879235,0.2972647,0.06768662,0.109376225
172,0.079720265,0.02968945,0.10237866,0.08395089,0.08711357,0.446457125,0.12370788,0.04698216
173,0.033092815,0.09239052,0.219435945,0.1779179,0.136481825,0.21510693,0.01607528,0.109498785
174,0.047918975,0.07714482,0.090265275,0.157636735,0.101596015,0.356737565,0.03649097,0.132209645
175,0.03492146,0.076915155,0.19141174,0.106942145,0.097872625,0.340626845,0.03112864,0.12018139
176,0.08917146,0.05554405,0.137364665,0.075260405,0.07361367,0.424568525,0.023875505,0.12060172
177,0.0489198,0.025600925,0.112602285,0.084637055,0.138900505,0.20102435,0.087740075,0.300575005
178,0.10738885,0.130542585,0.142529455,0.064082505,0.08176875,0.280433015,0.00837185,0.18488299
179,0.129272695,0.086351005,0.12288307,0.06217051,0.080379455,0.34676421,0.078875325,0.09330373
180,0.09988469,0.05563906,0.178852545,0.08701838,0.09684079,0.320002025,0.06849451,0.093268
181,0.04229702,0.093336445,0.110088855,0.093472775,0.093531985,0.227862465,0.17804005,0.161370405
182,0.04074165,0.03298671,0.18719445,0.07343096,0.05115991,0.349458065,0.02249969,0.242528565
183,0.059346195,0.06107219,0.15456511,0.13650297,0.13871391,0.289827575,0.07642864,0.08354341
184,0.102824005,0.0771843,0.063580505,0.069674845,0.1148679,0.330740125,0.05132633,0.18980199
185,0.065091675,0.04645342,0.162645465,0.01920235,0.174586205,0.267676785,0.016047355,0.248296745
186,0.03869986,0.05153821,0.226795965,0.14800933,0.050637755,0.374727775,0.02496,0.084631105
187,0.097808355,0.036876155,0.15451129,0.046141565,0.169805965,0.28524957,0.079299445,0.130307655
188,0.095881955,0.11025305,0.148438315,0.085871725,0.141118075,0.234457935,0.06095945,0.123019495
189,0.0344191,0.08215469,0.168465155,0.141448255,0.12996732,0.261033895,0.028765455,0.15374613
190,0.12174149,0.1597861,0.020114965,0.167129525,0.04175537,0.254318365,0.101589645,0.13356454
191,0.04617825,0.032308885,0.098680825,0.0994486,0.123860745,0.34731822,0.06353074,0.188673735
192,0.0744197,0.04035975,0.168756795,0.07966353,0.09301698,0.31198301,0.03243139,0.199368845
193,0.04529675,0.100837775,0.070490585,0.10965032,0.11444907,0.275763885,0.050319515,0.2331921
194,0.04631003,0.01976072,0.14191365,0.06893215,0.0806452,0.404074345,0.04989252,0.188471385
195,0.190031265,0.061438295,0.13460807,0.02998524,0.04006976,0.25964264,0.040698405,0.243526325
196,0.03538395,0.035598555,0.088205235,0.095596925,0.14544952,0.328196415,0.059067985,0.212501415
197,0.03898796,0.101955965,0.11598619,0.152472305,0.04999705,0.327168635,0.01942022,0.194011675
198,0.09448421,0.04567258,0.079012695,0.144642175,0.12269637,0.33264411,0.01065548,0.17019238
199,0.09088195,0.15107248,0.05460991,0.114604315,0.091355115,0.317804295,0.080394975,0.09927696
200,0.18167468,0.05597744,0.157737475,0.084545705,0.081250105,0.28200903,0.016024215,0.14078135
201,0.13347218,0.003012785,0.086383265,0.009607615,0.143526265,0.30949147,0.133710905,0.180795515
202,0.128511025,0.06772187,0.14404626,0.10860961,0.131569005,0.264176445,0.0438819,0.111483885
203,0.043271795,0.071082715,0.17754268,0.132730605,0.053028275,0.34125606,0.021912915,0.159174955
204,0.02242001,0.11162802,0.23306305,0.066112185,0.093210245,0.232127365,0.086697445,0.15474168
205,0.087192575,0.123101605,0.093934115,0.12065126,0.04886679,0.29227989,0.02596901,0.208004755
206,0.085710655,0.036890835,0.16275006,0.038104695,0.134505095,0.29241659,0.087594175,0.162027895
207,0.06793169,0.109418535,0.091844985,0.169751295,0.086191235,0.264760685,0.06832364,0.141777935
208,0.13613661,0.08255928,0.098423235,0.090046045,0.12433959,0.297037095,0.017667495,0.15379065
209,0.071139395,0.10880249,0.17781882,0.055454,0.042069055,0.33531923,0.060020455,0.149376555
210,0.075345155,0.05671095,0.16612739,0.141339055,0.104595115,0.266069475,0.03700112,0.15281174
211,0.04252094,0.094925695,0.16373057,0.05489339,0.16628214,0.29899789,0.036101905,0.14254747
212,0.106024355,0.09431399,0.132007495,0.054668985,0.10884982,0.32506857,0.030148145,0.14891864
213,0.09301252,0.050215725,0.242995735,0.107110595,0.0524771,0.31306232,0.06254859,0.078577415
214,0.1379409,0.080941475,0.11137002,0.126958445,0.066565115,0.21873723,0.10921223,0.148274585
215,0.06924017,0.05561095,0.16711334,0.16905991,0.055276605,0.25153481,0.021480025,0.21068419
216,0.065695545,0.01538386,0.19940032,0.070686275,0.06774381,0.41141756,0.045323075,0.124349555
217,0.06988936,0.044223045,0.16259994,0.04326299,0.11262126,0.356077125,0.085764445,0.125561835
218,0.08760878,0.02897283,0.1332089,0.16168391,0.06040003,0.323824575,0.07435424,0.129946735
219,0.077567975,0.004717505,0.236083685,0.03535361,0.20737247,0.21228101,0.101872435,0.12475131
220,0.02984876,0.073382325,0.168742385,0.132345355,0.080364145,0.284975625,0.064584785,0.16575662
221,0.128019285,0.05416668,0.121949615,0.130358045,0.00273751,0.289051415,0.092696565,0.181020885
222,0.087406695,0.04205292,0.133413485,0.054385805,0.087078745,0.282312875,0.0873517,0.225997775
223,0.127912825,0.135330645,0.1161761,0.081530795,0.05981068,0.26468469,0.026576595,0.18797767
224,0.09853724,0.041656465,0.154490245,0.12342319,0.01478426,0.38929795,0.0720085,0.10580215
225,0.04211284,0.075685985,0.15260064,0.14949548,0.047162625,0.262344955,0.074149895,0.19644758
226,0.07816634,0.125877695,0.091602785,0.109970375,0.071000845,0.208428715,0.037256525,0.27769672
227,0.05186553,0.08308954,0.15909632,0.181406585,0.09497461,0.29952337,0.05273202,0.077312025
228,0.037236255,0.05573443,0.085127775,0.078708725,0.135623185,0.281504875,0.031568075,0.29449668
229,0.019940645,0.060160495,0.256426175,0.15973341,0.07454779,0.299948465,0.07613268,0.05311034
230,0.0,0.05019625,0.145285495,0.098546685,0.07943403,0.336007965,0.051546315,0.23898326
231,0.11920518,0.07675515,0.200027415,0.084209225,0.134605275,0.29313079,0.01520539,0.076861575
232,0.033124545,0.0327125,0.04620934,0.100139085,0.06829853,0.360525625,0.0886175,0.270372875
233,0.07499031,0.10598666,0.170453465,0.06811001,0.09695866,0.237045745,0.05555188,0.19090327
234,0.015624945,0.02127136,0.098337935,0.11144051,0.13729306,0.231387315,0.11671748,0.267927395
235,0.06323497,0.01768285,0.064670245,0.151544575,0.08667155,0.41298107,0.044989995,0.158224745
236,0.04366543,0.032212245,0.073898915,0.169504105,0.122950975,0.384703785,0.01813543,0.154929115
237,0.05010995,0.0701546,0.2051653,0.159029025,0.05933812,0.26984141,0.062213195,0.1241484
238,0.023399685,0.087756945,0.066722995,0.145655555,0.06543108,0.28925969,0.094707555,0.227066495
239,0.08236781,0.064947725,0.102534235,0.129877205,0.134171565,0.293984335,0.088209455,0.10390767
240,0.11296653,0.038546715,0.138001225,0.11365621,0.107382145,0.271026015,0.03891,0.17951116
241,0.05809708,0.0796943,0.10764599,0.168921035,0.044458725,0.261926805,0.06979229,0.209463775
242,0.10366752,0.124208725,0.128199715,0.09057652,0.08736677,0.245463715,0.01718585,0.203331185
243,0.105425535,0.08959784,0.13006786,0.043706865,0.103160725,0.39626153,0.038671225,0.09310842
244,0.105378435,0.107136885,0.16433514,0.077414915,0.05630836,0.34015437,0.02768701,0.121584885
245,0.01293992,0.028732915,0.10430581,0.080818075,0.032604935,0.5659919,0.03483547,0.139770975
246,0.09473793,0.110825485,0.13804455,0.053309515,0.13280629,0.33862123,0.0,0.131655
247,0.05049261,0.059923705,0.1678752,0.07884943,0.187240185,0.32214619,0.065931,0.06754168
248,0.063468405,0.12757954,0.168754265,0.178095675,0.061483245,0.26769219,0.049602925,0.083323755
249,0.066154155,0.14167282,0.13377968,0.087413725,0.04370901,0.295387145,0.07882056,0.153062905
250,0.05766127,0.09067959,0.103116055,0.03977128,0.15758471,0.30820252,0.11835907,0.124625505
251,0.08260245,0.006765935,0.03777677,0.027558375,0.159627085,0.40829591,0.089719365,0.18765411
252,0.17149695,0.17097981,0.12430086,0.05418454,0.003305475,0.268765535,0.05100394,0.15596289
253,0.15782877,0.085655465,0.072114415,0.052513965,0.08476778,0.355456895,0.028039655,0.163623055
254,0.090015795,0.017537315,0.20145564,0.0961374,0.10642452,0.29191024,0.02425851,0.17226058
255,0.049657515,0.030489375,0.03972386,0.09138781,0.13920516,0.257692115,0.034993335,0.35685083
256,0.081546315,0.093549105,0.180257355,0.048271165,0.08481956,0.3002353,0.04913168,0.16218952
257,0.02656901,0.06792684,0.141068555,0.1271872,0.12022898,0.317849935,0.041503325,0.157666155
258,0.17966943,0.05887866,0.16607555,0.11756108,0.0513378,0.276122315,0.02151843,0.128836735
259,0.12231298,0.14229373,0.102092835,0.071236415,0.05519048,0.280307965,0.035019275,0.19154632
260,0.05256761,0.056560365,0.17015005,0.07202862,0.15693154,0.189984,0.14751533,0.154262485
261,0.090619225,0.06998376,0.15819924,0.1021284,0.00919476,0.339636165,0.09675448,0.13348397
262,0.01712209,0.0575459,0.19250872,0.13728346,0.018423235,0.40054294,0.063895065,0.11267859
263,0.072469175,0.123093265,0.095185075,0.152813495,0.086520575,0.275789935,0.04741752,0.14671096
264,0.158172355,0.04926549,0.109078555,0.08706735,0.06873183,0.2214378,0.0209928,0.28525382
265,0.055785465,0.043988015,0.15050821,0.11626844,0.195157855,0.313668885,0.02028647,0.10433666
266,0.111219915,0.065493225,0.02606506,0.133772445,0.106867635,0.276570265,0.06813804,0.211873415
267,0.02679426,0.09439268,0.230172395,0.12843986,0.01880593,0.35298422,0.06054031,0.087870345
268,0.08038482,0.03031429,0.09205725,0.089581135,0.07727164,0.27308797,0.027959415,0.32934348
269,0.12059692,0.076185505,0.138944625,0.10546196,0.07324467,0.271522685,0.01319961,0.200844025
270,0.153581845,0.081068665,0.125594635,0.07333343,0.15372579,0.25655626,0.028178585,0.12796079
271,0.086062445,0.048255485,0.12433317,0.048783215,0.071515175,0.341807585,0.03696022,0.242282705
272,0.03549629,0.068243175,0.06163772,0.081228855,0.15094333,0.335926495,0.04931042,0.217213715
273,0.0690771,0.10677607,0.13776151,0.016443375,0.107287665,0.36707709,0.0600852,0.13549199
274,0.122602745,0.10079441,0.21620579,0.04788573,0.08935679,0.292193815,0.031502455,0.099458265
